"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"QAK172","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","8.333","3.405","0.953","1.513","2.441","1.196","0.405","0.09","0.074","0.092","0.048"
"GLR468","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"GRB411","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.134","0.514","0.207","0.278","0.481","0.177","0.258","0.092","0.032","0.036","0.058"
"SHE604","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"HOW132","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","2.031","2.178","0.243","0.8","1.03","0.562","","","","",""
"PET427","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.519","0.757","0.301","0.752","1.04","0.276","0.274","0.08","0.033","0.038","0.037"
"SUM156","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"KEF112","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","10.366","3.871","0.426","1.986","2.38","1.133","","","","",""
"BEL116","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","12.507","5.592","0.935","2.486","3.381","2.043","","","","",""
"HOX148","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.302","0.699","0.636","0.442","1.071","0.358","0.214","0.037","0.047","0.046","0.04"
"PND165","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.219","0.441","0.139","0.254","0.388","0.163","0.115","0.035","0.018","0.026","0.02"
"MAC426","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.432","1.081","0.701","0.736","1.426","0.462","0.236","0.08","0.036","0.072","0.05"
"BEL116","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.641","3.123","0.766","1.298","2.044","1.107","0.19","0.208","0.046","0.087","0.099"
"ACA416","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.513","0.622","0.372","0.271","0.639","0.182","0.059","0.381","0.048","0.043","0.42"
"BEL116","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.363","0.925","0.582","0.723","1.293","0.355","0.163","0.174","0.043","0.066","0.144"
"RCK263","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","0.215","0.659","0.54","0.344","0.876","0.34","","","","",""
"GTH161","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.151","0.469","0.111","0.223","0.331","0.184","0.087","0.018","0.016","0.023","0.013"
"BFT142","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","2.836","4.196","1.183","1.235","2.398","1.036","","","","",""
"PNF126","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","3.255","4.561","0.188","1.494","1.68","1.023","","","","",""
"ANA115","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","5.336","3.572","1.626","1.923","3.519","1.494","","","","",""
"WFM105","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"KEF112","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.191","2.425","0.51","0.922","1.418","0.863","0.168","0.069","0.034","0.062","0.038"
"BAS601","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.998","0.588","0.336","0.407","0.737","0.263","0.181","0.052","0.027","0.054","0.016"
"VIN140","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","10.308","4.745","2.303","2.06","4.33","1.9","0.76","0.093","0.09","0.092",""
"SPD111","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"HWF187","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.503","2.379","0.172","0.603","0.765","0.742","0.068","0.053","0.015","0.035","0.04"
"CAN407","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.152","0.389","0.205","0.449","0.648","0.149","0.304","0.051","0.035","0.058","0.032"
"STK138","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","","","","","","","","","","",""
"PED108","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.973","4.183","0.267","1.54","1.782","1.344","0.113","0.109","0.03","0.064","0.035"
"WSP144","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.522","0.971","0.893","0.925","1.803","0.409","0.176","0.234","0.051","0.084","0.16"
"HOW132","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.233","1.667","0.22","0.622","0.832","0.509","0.051","0.147","0.023","0.041",""
"QAK172","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","17.054","5.37","0.964","2.616","3.538","1.626","0.352","0.099","0.068","0.07","0.058"
"YEL408","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.733","0.456","0.138","0.201","0.336","0.188","0.066","0.017","0.011","0.023","0.013"
"ASH135","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","1.386","1.771","0.264","0.44","0.697","0.451","","","","",""
"DCP114","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","15.143","7.644","2.162","3.185","5.32","2.944","","","","",""
"YOS404","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"GTH161","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","0.189","0.503","0.117","0.208","0.322","0.187","","","","",""
"DIN431","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.414","0.584","1.113","0.428","1.534","0.471","0.274","0.054","0.038","0.031","0.023"
"PSU106","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.759","3.029","1.055","0.997","2.037","1.268","0.247","0.094","0.035","0.07","0.063"
"QAK172","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","","","","","","","","","","",""
"ARE128","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.633","1.061","1.001","0.862","1.849","0.565","0.231","0.092","0.038","0.066","0.067"
"CDZ171","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.833","5.146","1.227","2.734","3.918","1.796","","","","",""
"EGB181","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","3.406","3.21","2.002","1.092","3.077","1.465","0.557","0.116","0.059","0.053","0.142"
"SND152","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.125","2.956","1.224","1.018","2.226","1.32","0.237","0.136","0.043","0.106","0.054"
"QAK172","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","2.675","1.962","0.942","1.121","2.046","0.77","0.359","0.102","0.073","0.061","0.061"
"PNF126","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","2.843","4.208","0.378","1.483","1.838","1.189","0.137","0.105","0.032","0.051",""
"CDR119","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.821","5.124","0.36","1.686","2.02","1.565","0.185","0.077","0.028","0.077",""
"GRS420","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.708","1.751","0.261","0.99","1.235","0.547","0.134","0.088","0.027","0.053","0.022"
"POF425","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.378","0.375","0.086","0.178","0.261","0.13","0.036","0.033","0.01","0.019",""
"KNZ184","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.49","1.156","1.097","0.59","1.678","0.435","1.51","0.084","0.049","0.078","0.039"
"CHE185","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.817","1.844","1.017","0.682","1.689","0.719","0.425","0.163","0.048","0.086","0.077"
"WPA103","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","13.288","4.892","0.695","2.495","3.15","","","","","",""
"ALC188","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.898","2.288","0.632","0.782","1.401","0.472","0.277","0.537","0.087","0.101","0.238"
"KEF112","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.708","1.662","0.531","0.737","1.256","0.617","0.148","0.094","0.033","0.056","0.056"
"VIN140","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","16.193","6.349","2.439","2.439","4.84","2.493","","","","",""
"YEL408","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.527","0.24","0.124","0.144","0.266","0.116","0.087","0.02","0.013","0.032","0.015"
"WSP144","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","8.382","3.884","1.275","2.668","3.9","1.44","","","","",""
"WSP144","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.87","2.318","0.906","1.4","2.283","0.89","0.19","0.227","0.049","0.077","0.145"
"NPT006","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.15","0.272","0.151","0.328","0.475","0.141","0.079","0.038","0.016","0.056","0.018"
"PAR107","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.664","2.918","0.426","0.639","1.055","0.914","0.439","0.064","0.038","0.096","0.044"
"GAS153","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","6.524","5.265","0.506","1.716","2.194","1.556","","","","",""
"IRL141","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.746","1.7","1.308","0.235","1.539","0.276","0.361","2.691","0.343","0.165","4.524"
"ARE128","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","10.955","4.913","1.929","3.352","5.253","2.141","0.234","0.129","0.039","0.071",""
"OXF122","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.867","1.326","1.377","0.879","2.242","0.738","0.263","0.095","0.054","0.078","0.078"
"BWR139","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","7.18","4.606","1.043","2.042","3.053","1.54","0.173","0.327","0.064","0.072","0.105"
"SPD111","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"PRK134","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.575","1.157","0.779","0.524","1.295","0.552","0.357","0.036","0.061","0.057","0.039"
"YEL408","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"POF425","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.354","0.361","0.062","0.147","0.207","0.111","0.03","0.035","0.011","0.015",""
"OXF122","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","3.344","2.623","1.605","1.155","2.742","1.242","0.297","0.104","0.059","0.073","0.087"
"VPI120","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","8.227","5.496","0.453","2.894","3.301","1.435","","","","",""
"VOY413","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.831","1.33","0.371","0.609","0.97","0.474","0.13","0.037","0.031","0.037","0.018"
"PAL190","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.991","1.427","0.977","0.598","1.565","0.618","0.591","0.088","0.048","0.088","0.024"
"RED004","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.221","0.56","0.72","0.242","0.958","0.34","0.187","0.052","0.049","0.038","0.06"
"SAL133","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.861","2.771","2.313","1.283","3.576","1.509","0.331","0.08","0.084","0.095","0.082"
"COW005","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.406","1.114","0.271","0.48","0.744","0.386","0.103","0.096","0.024","0.044","0.058"
"PSU106","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","12.899","5.736","1.542","2.31","3.815","2.286","","","","",""
"ROM406","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","0.395","0.623","0.149","0.533","0.673","0.239","","","","",""
"ROM406","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.141","0.348","0.207","0.302","0.504","0.155","0.152","0.029","0.02","0.045","0.018"
"ANL146","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","19.806","5.331","2.956","2.479","5.396","","","","","",""
"ESP127","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","6.65","6.245","0.421","1.961","2.351","1.829","","","","",""
"ESP127","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.292","1.056","0.383","0.585","0.959","0.371","0.182","0.089","0.031","0.077","0.044"
"PSU106","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","10.101","4.591","1.624","2.047","3.638","1.976","0.252","0.11","0.039","0.061",""
"OXF122","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","4.802","3.184","1.415","1.412","2.804","1.396","0.284","0.098","0.06","0.103","0.085"
"SAL133","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","9.131","5.184","2.742","2.26","4.967","2.251","","","","",""
"SHE604","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.374","0.628","0.379","0.519","0.89","0.296","0.161","0.035","0.027","0.03","0.017"
"DCP114","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"LRL117","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.605","3.031","0.423","1.034","1.441","1.062","0.161","0.069","0.024","0.06","0.045"
"WST109","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.223","0.514","0.172","0.204","0.373","0.194","0.058","0.085","0.016","0.053","0.085"
"CHA467","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.404","0.921","0.33","0.562","0.884","0.33","0.307","0.104","0.035","0.047","0.055"
"KNZ184","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.484","2.233","2.384","1.085","3.451","1.027","1.105","0.059","0.045","0.069",""
"CHA467","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.396","0.893","0.371","0.542","0.904","0.315","0.32","0.116","0.041","0.066","0.061"
"WSP144","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","6.42","3.762","0.877","1.963","2.808","1.263","0.194","0.209","0.054","0.069","0.07"
"ALC188","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.444","1.501","0.617","0.464","1.073","0.279","0.246","0.548","0.086","0.107","0.393"
"BWR139","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","9.015","5.094","0.982","3.035","3.969","1.663","","","","",""
"ANA115","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.398","2.803","1.354","1.334","2.666","1.156","0.354","0.074","0.09","0.063","0.068"
"GTH161","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.106","0.417","0.137","0.158","0.292","0.155","0.126","0.024","0.017","0.028","0.014"
"ASH235","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"GRB411","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.204","0.521","0.225","0.462","0.68","0.183","0.29","0.078","0.029","0.031",""
"WSP144","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.67","2.584","1.075","1.335","2.389","0.955","0.161","0.291","0.05","0.1","0.161"
"GAS153","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","6.071","5.609","0.439","2.293","2.696","1.701","","","","",""
"CVL151","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.827","3.487","0.574","1.23","1.784","1.048","0.212","0.212","0.05","0.088","0.078"
"LRL117","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","12.735","5.022","0.459","2.024","2.451","1.612","0.166","0.104","0.025","0.061",""
"VPI120","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","7.82","5.42","0.362","2.392","2.716","1.327","","","","",""
"HWF187","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.202","0.585","0.213","0.209","0.419","0.234","0.078","0.05","0.017","0.045","0.048"
"DEV412","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.406","1.035","0.438","1.215","1.633","0.339","0.296","0.181","0.05","0.051","0.054"
"THR422","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.489","0.716","0.44","0.407","0.84","0.279","0.284","0.068","0.048","0.04","0.02"
"SAN189","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.733","1.555","2.154","0.505","2.65","1.013","0.487","0.045","0.06","0.067","0.043"
"PSU106","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","9.488","4.838","1.442","1.703","3.118","1.989","0.236","0.108","0.042","0.062","0.064"
"SHN418","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.981","1.846","0.597","0.752","1.338","0.742","0.125","0.076","0.024","0.039","0.038"
"IRL141","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.792","1.848","1.323","0.261","1.579","0.317","0.293","2.809","0.359","0.158","4.583"
"DCP114","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.82","1.304","1.102","0.885","1.972","0.676","0.267","0.086","0.055","0.071","0.072"
"SAL133","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"SAL133","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.805","4.227","3.013","2.358","5.334","2.106","0.395","0.114","0.102","0.114",""
"GRS420","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.264","0.889","0.287","0.674","0.951","0.287","0.13","0.076","0.028","0.052","0.021"
"WSP144","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","9.475","4.445","1.028","2.718","3.703","1.615","","","","",""
"CKT136","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"BUF603","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.232","0.423","0.161","0.418","0.572","0.172","0.144","0.026","0.022","0.039","0.018"
"SHE604","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.376","0.534","0.304","0.442","0.739","0.244","0.159","0.032","0.027","0.033","0.016"
"CNT169","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.321","0.503","0.117","0.387","0.498","0.19","0.072","0.021","0.012","0.018","0.012"
"CAN407","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.276","0.624","0.344","0.729","1.062","0.257","0.252","0.061","0.035","0.046","0.031"
"WFM105","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"HOW132","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","1.56","1.798","0.208","0.618","0.816","0.514","","","","",""
"KEF112","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","10.435","4.555","0.536","2.016","2.52","1.4","0.163","0.079","0.035","0.049",""
"SPD111","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","5.153","5.281","0.885","1.784","2.64","1.792","0.59","0.086","0.04","0.084",""
"PED108","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"PET427","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.135","0.874","0.25","1.036","1.27","0.31","0.213","0.065","0.028","0.04","0.024"
"STK138","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.153","1.743","2.044","0.764","2.796","1.012","0.658","0.076","0.168","0.066","0.094"
"CHA467","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.304","0.682","0.301","0.427","0.721","0.229","0.237","0.119","0.029","0.042","0.061"
"GRS420","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.154","3.241","0.265","1.676","1.914","0.975","0.181","0.099","0.036","0.057","0.019"
"GRC474","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.227","0.592","0.26","0.519","0.771","0.206","0.165","0.08","0.027","0.037","0.026"
"PED108","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","","","","","","","","","","",""
"MKG113","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","17.583","5.851","0.902","2.617","3.477","1.834","","","","",""
"CND125","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","5.277","4.871","0.67","2.17","2.806","1.666","","","","",""
"LAV410","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"RCK163","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","0.352","0.538","0.37","0.361","0.725","0.256","","","","",""
"WEL149","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","","","","","","","","","","",""
"LAV410","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.144","0.285","0.108","0.202","0.307","0.107","0.036","0.048","0.013","0.022","0.017"
"ANL146","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","","","","","","","","","","",""
"BBE401","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.652","1.692","0.444","0.523","0.959","0.501","0.454","0.144","0.036","0.049","0.03"
"PSU106","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","11.141","5.21","1.537","2.39","3.889","2.132","","","","",""
"SUM156","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.592","4.086","0.429","1.117","1.529","0.923","0.134","0.513","0.076","0.08",""
"CND125","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.096","4.406","0.466","1.579","2.02","1.446","0.13","0.172","0.043","0.079","0.038"
"MKG113","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.794","2.691","0.978","1.129","2.089","1.058","0.263","0.111","0.037","0.093","0.065"
"VII423","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.372","1.844","0.792","0.059","0.85","0.195","0.392","2.907","0.408","0.185",""
"GAS153","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.71","4.366","0.342","1.767","2.081","1.322","0.128","0.146","0.035","0.081",""
"CKT136","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","6.773","4.301","0.473","2.312","2.748","1.261","0.218","0.064","0.034","0.062",""
"SHN418","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.174","1.931","0.574","0.969","1.527","0.755","0.151","0.069","0.028","0.043","0.038"
"KNZ184","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.666","1.748","1.355","0.889","2.229","0.554","2.04","0.109","0.068","0.093","0.039"
"ANL146","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","","","","","","","","","","",""
"UND002","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"CAD150","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","","","","","","","","","","",""
"NCS415","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.209","0.701","0.116","0.233","0.346","0.228","0.026","0.077","0.013","0.034",""
"PAL190","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.775","1.121","0.685","0.604","1.28","0.418","0.692","0.076","0.051","0.082","0.026"
"NEC602","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.393","0.457","0.229","0.426","0.647","0.177","0.36","0.034","0.022","0.027","0.025"
"ESP127","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.269","0.895","0.307","0.562","0.86","0.295","0.16","0.085","0.03","0.07","0.047"
"DEN417","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.19","0.277","0.052","0.069","0.119","0.106","0.024","0.032","0.009","0.021","0.034"
"COW005","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","","","","","","","","","","",""
"LAV410","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.231","0.444","0.19","0.46","0.643","0.168","0.049","0.062","0.014","0.023",""
"PIN414","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.369","1.039","1.052","0.973","2.01","0.24","0.138","0.561","0.088","0.064","0.383"
"PRK134","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.251","1.808","1.519","0.711","2.218","0.962","0.293","0.059","0.057","0.057","0.073"
"SAL133","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","7.303","4.463","3.133","2.265","5.362","2.18","","","","",""
"MCK131","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.813","1.519","0.822","0.986","1.793","0.674","0.24","0.085","0.035","0.069","0.047"
"ESP127","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","7.699","6.602","0.553","2.007","2.554","2.01","0.252","0.115","0.048","0.206",""
"STK138","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","4.083","3.389","3.424","1.588","4.986","1.94","","","","",""
"GRB411","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.138","0.513","0.183","0.326","0.504","0.192","0.294","0.09","0.033","0.033","0.081"
"SPD111","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","5.618","5.177","0.742","1.712","2.426","1.786","","","","",""
"CTH110","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.677","3.59","0.747","1.72","2.439","1.305","0.155","0.086","0.028","0.048","0.042"
"WSP144","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","10.936","5.91","0.97","3.221","4.156","2.064","","","","",""
"CDZ171","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.553","1.153","0.736","0.756","1.479","0.486","0.279","0.093","0.04","0.076","0.065"
"YEL408","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.663","0.484","0.17","0.245","0.412","0.206","0.087","0.021","0.012","0.03",""
"PAR107","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","10.573","5.825","0.497","1.597","2.069","1.422","","","","",""
"CND125","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"UVL124","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","6.477","4.291","2.592","1.778","4.342","1.917","","","","",""
"WNC429","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"SAN189","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","","","","","","","","","","",""
"LAV410","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.175","0.423","0.189","0.29","0.474","0.172","0.081","0.052","0.018","0.035","0.02"
"PED108","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.955","2.037","0.375","0.898","1.258","0.718","0.106","0.136","0.031","0.066","0.064"
"PSU106","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","2.397","1.894","1.074","0.881","1.941","0.878","0.246","0.135","0.045","0.062","0.125"
"CDZ171","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","6.126","5.336","1.062","1.926","2.957","1.955","0.356","0.077","0.044","0.08","0.038"
"CTH110","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","7.139","3.906","0.739","2.18","2.884","1.323","","","","",""
"MAC426","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.583","1.274","0.888","0.799","1.674","0.58","0.224","0.088","0.036","0.074","0.039"
"DCP114","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","6.68","4.444","1.296","2.083","3.346","1.693","0.279","0.071","0.061","0.072","0.045"
"PRK134","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.542","1.786","1.507","0.717","2.213","0.957","0.236","0.047","0.045","0.05","0.049"
"LAV410","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.177","0.353","0.168","0.257","0.421","0.162","0.094","0.057","0.019","0.057","0.021"
"PSU106","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.914","1.253","1.02","0.739","1.748","0.646","0.246","0.08","0.038","0.06","0.065"
"WST109","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","1.153","2.016","0.162","0.562","0.715","0.607","","","","",""
"SAL133","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","6.198","5.102","2.907","2.579","5.444","2.426","","","","",""
