"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"VPI120","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","8.171","4.871","0.318","2.17","2.454","1.394","0.194","0.071","0.034","0.049","0.034"
"LRL117","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"WST109","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","","","","","","","","","","",""
"RED004","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.361","0.775","0.508","0.301","0.804","0.334","0.246","0.059","0.056","0.047","0.056"
"SHN418","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","7.297","4.656","0.42","2.734","3.111","1.422","","","","",""
"WSP144","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.701","1.662","1.168","1.139","2.289","0.714","0.168","0.307","0.05","0.067","0.21"
"DEN417","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.212","0.221","0.056","0.048","0.103","0.077","0.022","0.045","0.01","0.014","0.052"
"THR422","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.992","1.097","0.581","0.547","1.119","0.434","0.244","0.092","0.047","0.041","0.055"
"MKG113","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.65","1.159","0.982","0.62","1.592","0.578","0.228","0.108","0.032","0.065","0.093"
"BVL130","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"SND152","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.418","1.102","0.677","0.728","1.393","0.486","0.23","0.142","0.04","0.085","0.079"
"JOT403","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.329","0.934","0.643","1.407","2.027","0.326","0.28","0.201","0.05","0.054","0.053"
"LYK123","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","7.372","4.267","2.68","2.172","4.818","1.842","0.666","0.114","0.109","0.08",""
"ARE128","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.237","1.384","1.134","1.192","2.308","0.703","0.214","0.101","0.034","0.054","0.055"
"MCK231","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CAN407","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","0.645","0.838","0.239","0.889","1.113","0.278","","","","",""
"GAS153","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","5.251","4.667","0.485","1.762","2.219","1.38","","","","",""
"PED108","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.084","1.863","0.384","0.769","1.141","0.673","0.099","0.131","0.028","0.063","0.058"
"CNT169","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.129","0.283","0.102","0.21","0.309","0.117","0.063","0.019","0.011","0.017","0.012"
"FOR605","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.384","0.432","0.199","0.432","0.624","0.175","0.159","0.022","0.021","0.023","0.015"
"SAV164","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"SUM156","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","1.84","4.288","0.522","0.993","1.499","0.945","","","","",""
"LYE145","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.578","3.051","0.478","2.081","2.526","0.997","","","","",""
"RCK163","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"DCP114","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.376","2.582","1.322","1.336","2.636","1.156","0.303","0.083","0.063","0.071","0.062"
"MCK131","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.521","1.264","0.83","0.862","1.678","0.604","0.221","0.078","0.035","0.065","0.038"
"SAL133","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.891","2.139","2.214","0.973","3.172","1.261","0.324","0.1","0.075","0.079","0.084"
"GRC474","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.332","0.733","0.301","0.819","1.107","0.259","0.17","0.077","0.025","0.028",""
"DIN431","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.297","0.486","0.829","0.452","1.274","0.351","0.313","0.064","0.045","0.055","0.036"
"ARE228","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","13.177","6.105","1.871","3.019","4.842","2.435","","","","",""
"UVL124","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.777","3.143","2.343","1.631","3.948","1.56","0.419","0.11","0.08","0.07",""
"DEN417","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.397","0.278","0.05","0.076","0.125","0.096","0.03","0.029","0.009","0.014","0.027"
"THR422","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.669","0.761","0.448","0.544","0.984","0.315","0.269","0.065","0.047","0.04","0.019"
"CDZ171","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","7.573","5.4","1.058","2.87","3.904","1.845","","","","",""
"CAN407","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","0.664","0.777","0.194","0.892","1.072","0.25","","","","",""
"MEV405","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","1.11","0.814","0.153","0.785","0.926","0.248","","","","",""
"GLR468","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","0.553","0.752","0.203","0.253","0.452","0.269","","","","",""
"BVL130","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","8.543","4.959","2.883","2.726","5.566","2.172","","","","",""
"SAL133","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.796","4.051","2.647","2.317","4.927","1.948","0.373","0.105","0.093","0.08",""
"SHE604","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.248","0.464","0.261","0.431","0.685","0.207","0.196","0.036","0.033","0.044","0.017"
"CND125","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","5.284","4.736","0.812","2.13","2.908","1.711","0.131","0.243","0.041","0.094",""
"DEN417","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.375","0.433","0.054","0.074","0.127","0.123","0.025","0.039","0.01","0.013","0.033"
"GTH161","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.152","0.51","0.144","0.266","0.398","0.189","","","","",""
"OLY421","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.88","1.064","0.613","0.27","0.878","0.304","0.059","0.466","0.06","0.077",""
"ESP127","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","4.296","5.213","0.32","1.948","2.237","1.641","","","","",""
"LAV410","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","0.226","0.365","0.163","0.402","0.559","0.131","","","","",""
"MEV405","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.826","0.712","0.215","0.796","1.01","0.26","0.224","0.042","0.02","0.026",""
"WST109","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.948","1.683","0.183","0.4","0.576","0.576","0.05","0.083","0.014","0.039","0.063"
"PRK134","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","1.642","2.357","1.46","0.903","2.348","1.166","","","","",""
"MAC426","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","4.758","4.635","1.152","1.752","2.877","1.731","0.323","0.12","0.049","0.079","0.042"
"GRC474","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.166","0.467","0.188","0.362","0.544","0.167","0.129","0.059","0.021","0.023","0.025"
"MCK231","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","6.914","4.58","1.097","2.115","3.178","1.722","0.244","0.111","0.042","0.072","0.043"
"DCP114","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","8.493","4.713","1.458","2.346","3.767","1.806","0.274","0.111","0.062","0.076","0.057"
"DEN417","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.504","0.304","0.063","0.062","0.124","0.099","0.027","0.039","0.011","0.023","0.036"
"PSU106","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.508","2.525","1.274","1.044","2.302","1.179","0.258","0.073","0.04","0.064","0.063"
"ASH135","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","1.745","1.98","0.251","0.536","0.779","0.54","","","","",""
"BBE401","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"ASH135","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.044","1.506","0.226","0.313","0.534","0.407","0.127","0.088","0.029","0.171","0.077"
"SHN418","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","10.436","6.076","0.416","2.904","3.274","1.641","","","","",""
"GRB411","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.209","0.635","0.226","0.513","0.73","0.23","0.256","0.074","0.028","0.028",""
"YOS404","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.439","0.596","0.629","0.532","1.153","0.316","0.272","0.112","0.047","0.144","0.037"
"BBE401","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.513","1.306","0.458","0.499","0.949","0.414","0.569","0.136","0.039","0.055","0.031"
"CTH110","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","7.169","3.622","0.727","2.104","2.798","1.272","0.172","0.097","0.031","0.048",""
"ANA115","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.609","3.031","1.49","1.545","3.01","1.278","0.342","0.099","0.087","0.07","0.068"
"STK138","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.43","0.907","1.621","0.573","2.185","0.626","0.667","0.054","0.15","0.071","0.069"
"ARE128","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","15.55","5.957","1.224","4.158","5.316","2.177","","","","",""
"SAL133","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.055","2.711","2.841","1.246","4.068","1.637","0.394","0.096","0.093","0.099","0.098"
"BEL116","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","9.596","4.75","1.001","2.155","3.122","1.708","0.242","0.206","0.052","0.075",""
"PND165","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.349","0.506","0.191","0.393","0.578","0.2","0.11","0.038","0.016","0.032",""
"COW137","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.172","0.752","0.146","0.276","0.418","0.253","0.062","0.071","0.019","0.063","0.045"
"CVL151","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.429","1.2","0.47","0.526","0.988","0.412","0.171","0.155","0.039","0.085","0.067"
"EVE419","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.381","1.851","1.106","0.203","1.306","0.218","0.883","1.651","0.223","0.122","2.306"
"MEV405","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.592","0.708","0.248","1.004","1.236","0.25","0.18","0.044","0.026","0.031","0.017"
"CNT169","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.241","0.324","0.111","0.238","0.346","0.131","0.079","0.023","0.012","0.015","0.013"
"BWR139","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.895","4.799","1.285","2.76","4.002","1.569","","","","",""
"UIN162","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","","","","","","","","","","",""
"GAS153","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.866","2.758","0.45","1.084","1.517","0.893","0.141","0.258","0.047","0.083","0.112"
"CTH110","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.472","0.931","0.754","0.494","1.24","0.497","0.147","0.074","0.026","0.05","0.063"
"BEL116","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","","","","","","","","","","",""
"VIN140","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","19.934","6.821","2.197","2.753","4.906","","","","","",""
"ROM406","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.215","0.54","0.225","0.352","0.571","0.216","0.115","0.026","0.016","0.034","0.013"
"VIN140","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","10.114","5.148","2.406","2.246","4.616","1.971","0.929","0.108","0.103","0.089",""
"DEN417","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.371","0.377","0.057","0.06","0.116","0.116","0.023","0.046","0.01","0.013","0.046"
"ROM406","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.114","0.341","0.193","0.318","0.506","0.151","0.078","0.025","0.013","0.019","0.015"
"HOW132","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.005","1.426","0.213","0.443","0.648","0.429","0.046","0.127","0.02","0.036","0.049"
"YOS404","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.469","0.748","0.506","0.852","1.344","0.33","0.098","0.097","0.027","0.045","0.016"
"JOT403","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.542","1.132","1.284","2.899","4.137","0.471","","","","",""
"GLR468","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","0.772","0.808","0.229","0.253","0.477","0.283","","","","",""
"BEL116","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","10.003","4.81","1.038","2.389","3.39","1.674","","","","",""
"NIC001","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.411","1.285","0.31","0.361","0.665","0.477","0.1","0.062","0.016","0.046","0.034"
"GRC474","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.164","0.415","0.205","0.419","0.617","0.15","0.193","0.072","0.029","0.04","0.035"
"JOT403","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","0.542","1.095","1.183","2.606","3.748","0.422","","","","",""
"GRC474","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.209","0.502","0.231","0.461","0.684","0.172","0.182","0.081","0.027","0.026","0.029"
"THR422","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.633","0.854","0.523","0.487","1.002","0.349","0.36","0.075","0.056","0.044","0.038"
"WSP144","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.864","1.131","0.967","1.152","2.101","0.493","0.165","0.232","0.051","0.062","0.159"
"ALH157","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.542","3.087","1.968","1.169","3.119","1.375","0.532","0.107","0.064","0.082","0.078"
"ASH135","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.379","0.802","0.167","0.176","0.341","0.291","0.068","0.072","0.019","0.065","0.071"
"CNT169","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.348","0.503","0.179","0.443","0.615","0.199","0.107","0.028","0.015","0.022",""
"MAC426","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.301","1.793","0.844","0.919","1.748","0.733","0.251","0.108","0.038","0.07","0.056"
"ROM206","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.188","0.497","0.156","0.327","0.478","0.197","0.101","0.025","0.015","0.022","0.015"
"MOR409","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"CDR119","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.599","1.325","0.264","0.448","0.705","0.472","0.176","0.048","0.022","0.061","0.039"
"KEF112","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","9.261","3.99","0.384","1.895","2.249","1.185","0.14","0.072","0.031","0.05",""
"ESP127","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.428","5.031","0.434","2.103","2.503","1.621","","","","",""
"SND152","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","5.128","4.907","1.844","1.843","3.658","2.15","0.24","0.206","0.05","0.101",""
"BFT142","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.331","3.973","1.248","1.289","2.517","0.939","","","","",""
"YOS404","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.36","0.637","0.357","0.583","0.93","0.259","0.111","0.089","0.026","0.044","0.02"
"ALH157","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.819","1.268","1.366","0.766","2.121","0.628","0.526","0.088","0.07","0.092","0.062"
"NCS415","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.239","0.62","0.134","0.231","0.361","0.211","","","","",""
"LYK123","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","10.478","5.87","2.389","2.517","4.866","2.409","","","","",""
"VIN140","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.907","2.657","1.727","0.987","2.698","1.169","0.811","0.095","0.069","0.086","0.076"
"OXF122","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","16.855","5.978","1.898","2.99","4.841","","","","","",""
"SEK402","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.971","1.427","1.645","1.82","3.436","0.868","0.195","0.146","0.042","0.084",""
"ALH157","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.693","2.28","1.754","0.968","2.706","1.091","0.514","0.097","0.064","0.08","0.082"
"GLR468","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.247","0.368","0.32","0.242","0.558","0.232","0.156","0.032","0.03","0.065","0.022"
"PIN414","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.378","1.111","0.881","0.951","1.816","0.244","0.166","0.631","0.101","0.104","0.472"
"EVE419","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.405","1.956","1.075","0.246","1.317","0.256","0.333","1.615","0.225","0.134","2.17"
"OLY421","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"SND152","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.635","3.799","1.144","1.325","2.447","1.54","0.225","0.168","0.046","0.09","0.066"
"CDR119","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","13.098","6.584","0.337","1.694","2.004","1.798","","","","",""
"IRL141","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.546","3.643","2.2","0.655","2.844","0.737","0.353","2.641","0.361","0.178","3.795"
"LCW121","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","3.421","5.248","0.39","0.726","1.088","1.379","","","","",""
"GRB411","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.164","0.488","0.191","0.428","0.612","0.164","","","","",""
"JOT403","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.594","1.22","1.207","2.233","3.405","0.519","0.329","0.223","0.055","0.063",""
"CKT136","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","6.248","4.822","0.411","2.394","2.767","1.364","0.232","0.08","0.032","0.063",""
"KEF112","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"PND165","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.191","0.455","0.141","0.251","0.388","0.18","0.105","0.038","0.016","0.022","0.024"
"ASH135","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.577","0.759","0.235","0.201","0.433","0.278","0.073","0.094","0.022","0.07","0.087"
"CAN407","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.641","0.767","0.255","0.982","1.222","0.246","","","","",""
"ESP127","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","3.63","4.983","0.377","1.654","2.004","1.647","0.209","0.072","0.03","0.076","0.035"
"QAK172","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","20.828","5.351","1.019","4.127","5.081","1.638","","","","",""
"MKG113","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.532","1.005","0.681","0.65","1.321","0.456","0.237","0.079","0.032","0.07","0.066"
"DEV412","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.36","0.889","0.351","1.319","1.649","0.3","0.247","0.139","0.041","0.046",""
"WST109","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","1.569","2.158","0.177","0.74","0.905","0.628","","","","",""
"CTH110","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.376","0.875","0.676","0.506","1.174","0.438","0.186","0.079","0.031","0.055","0.07"
"ASH235","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","1.324","1.45","0.285","0.394","0.673","0.385","","","","",""
"SAL133","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","5.433","4.559","2.749","2.465","5.175","2.138","0.432","0.083","0.104","0.099",""
"SAL133","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.812","2.268","2.053","1.053","3.09","1.261","0.384","0.085","0.084","0.079","0.081"
"VPI120","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","3.686","2.021","0.444","0.915","1.344","0.705","0.191","0.084","0.033","0.049","0.044"
"SHN418","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.136","1.663","0.537","0.765","1.29","0.647","0.145","0.07","0.025","0.042","0.037"
"SUM156","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.43","1.849","0.403","0.429","0.825","0.379","0.117","0.559","0.08","0.073","0.37"
"ABT147","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","2.901","2.61","0.746","1.372","2.096","0.952","0.088","0.234","0.036","0.051","0.102"
"PNF126","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.844","2.248","0.28","0.746","1.014","0.777","0.132","0.102","0.029","0.053","0.054"
